,G_Val,F_Val,F_total,F_percent
2018.08.24,"-378,222","+759,168","3,371,138,294",52.52%
2018.08.23,"-480,485","+777,965","3,370,529,731",52.51%
2018.08.22,"-1,506,140","+3,565,950","3,369,768,421",52.49%
2018.08.21,"+656,100","-179,809","3,365,907,848",52.43%
2018.08.20,"+215,106","-1,257,673","3,366,536,592",52.44%
2018.08.17,"-1,510,599","+424,932","3,368,039,417",52.47%
2018.08.16,"+180,682","-1,820,539","3,367,614,485",52.46%
2018.08.14,"+265,249","+181,822","3,369,385,947",52.49%
2018.08.13,"+368,891","-596,295","3,369,228,099",52.49%
2018.08.10,"-4,204,792","-1,439,825","3,369,666,181",52.49%
2018.08.09,"+2,295,371","-2,095,059","3,371,256,006",52.52%
2018.08.08,"-909,721","+1,249,339","3,373,527,482",52.55%
2018.08.07,"-1,043,219","+2,234,436","3,372,278,357",52.53%
2018.08.06,"-781,180","+1,677,733","3,370,098,060",52.50%
2018.08.03,"-954,176","+1,797","3,368,569,075",52.48%
2018.08.02,"-2,068,770","-335,326","3,368,724,541",52.48%
2018.08.01,"-548,766","+936,573","3,369,099,867",52.48%
2018.07.31,"+393,799","-1,127,172","3,368,203,304",52.47%
2018.07.30,"-979,604","+165,794","3,369,380,476",52.49%
2018.07.27,"+570,916","-364,828","3,369,046,094",52.48%
2018.07.26,"+305,422","+1,022,786","3,368,860,315",52.48%
2018.07.25,"+1,527,920","-1,183,183","3,367,886,029",52.46%
2018.07.24,"+1,228,055","-872,936","3,369,027,711",52.48%
2018.07.23,"+1,377,689","-986,608","3,370,099,675",52.50%
2018.07.20,"+1,060,173","+1,231,358","3,371,001,313",52.51%
2018.07.19,"+821,452","+701,776","3,369,813,655",52.49%
2018.07.18,"-634,474","+1,885,501","3,368,890,079",52.48%
2018.07.17,"+467,924","-1,027,951","3,367,475,369",52.46%
2018.07.16,"-612,802","-794,464","3,368,840,475",52.48%
2018.07.13,"+501,088","+307,116","3,369,563,662",52.49%
2018.07.12,"-455,559","-272,784","3,369,451,426",52.49%
2018.07.11,"-1,072,892","+641,550","3,370,029,066",52.50%
2018.07.10,"-566,603","+965,473","3,370,249,694",52.50%
2018.07.09,"+1,297,075","-420,275","3,368,989,015",52.48%
2018.07.06,"-247,459","-4,843,017","3,369,890,183",52.50%
2018.07.05,"+541,984","-1,288,799","3,375,435,269",52.58%
2018.07.04,"-100,029","+274,860","3,376,897,215",52.61%
2018.07.03,"-47,120","+843,897","3,376,382,355",52.60%
2018.07.02,"-386,802","-1,233,505","3,375,551,677",52.58%
2018.06.29,"-1,372,038","+397,899","3,377,537,395",52.62%
2018.06.28,"+764,241","-3,105,750","3,378,102,918",52.62%
2018.06.27,"-486,406","+2,006,398","3,382,188,811",52.69%
2018.06.26,"+2,042,042","-1,382,510","3,379,910,348",52.65%
2018.06.25,"-46,631","-1,090,590","3,380,312,410",52.66%
2018.06.22,"-392,974","-603,714","3,382,142,120",52.69%
2018.06.21,"-1,251,387","-157,067","3,383,045,834",52.70%
2018.06.20,"+224,445","-1,358,594","3,382,945,254",52.70%
2018.06.19,"+1,060,321","-700,113","3,385,161,324",52.73%
2018.06.18,"+2,764,748","-4,090,572","3,386,155,189",52.75%
2018.06.15,"+1,424,010","-5,045,243","3,389,440,966",52.80%
2018.06.14,"+990,562","-6,783,692","3,395,277,427",52.89%
2018.06.12,"-606,408","-1,685,960","3,401,284,162",52.99%
2018.06.11,"+706,218","-1,599,662","3,402,677,344",53.01%
2018.06.08,"-5,642,790","-1,786,664","3,404,740,720",53.04%
2018.06.07,"-913,940","-809,698","3,406,783,024",53.07%
2018.06.05,"-962,124","+1,080,165","3,407,892,397",53.09%
2018.06.04,"-439,052","+1,069,927","3,406,765,955",53.07%
2018.06.01,"-540,644","+2,318,703","3,405,723,291",53.05%
2018.05.31,"-23,615,581","+23,134,869","3,404,215,078",53.03%
2018.05.30,"-3,692,779","-4,666,036","3,381,473,413",52.68%
2018.05.29,"-1,278,312","-326,821","3,386,404,063",52.75%
2018.05.28,"+310,922","+64,259","3,386,831,634",52.76%
2018.05.25,"+743,664","+4,195,935","3,386,553,527",52.76%
2018.05.24,"-1,620,133","+88,853","3,382,263,326",52.69%
2018.05.23,"+532,182","+867,167","3,383,011,852",52.70%
2018.05.21,"+356,815","+219,443","3,382,369,713",52.69%
2018.05.18,"+112,622","-552,339","3,382,559,228",52.69%
2018.05.17,"+751,607","-2,350,567","3,383,277,622",52.70%
2018.05.16,"+1,329,444","+1,558,478","3,385,554,977",52.74%
2018.05.15,"-1,856,711","-1,275,457","3,384,136,530",52.72%
2018.05.14,"-990,390","-2,083,231","3,385,266,256",52.74%
2018.05.11,"-495,810","+554,483","3,387,567,715",52.77%
2018.05.10,"+224,160","-642,042","3,387,354,337",52.77%
2018.05.09,"-1,198,028","-2,155,947","3,388,367,976",52.78%
2018.05.08,"-1,049,663","+1,939,504","3,389,966,037",52.81%
2018.05.04,"-11,260,560","-1,011,015","3,388,514,370",52.79%
2018.05.03,0,0,0,0.00%
2018.05.02,0,0,"66,834,177",52.06%
2018.04.30,0,0,"66,834,177",52.06%
2018.04.27,"-74,209","-45,018","66,832,577",52.06%
2018.04.26,"-21,191","-6,452","66,883,763",52.10%
2018.04.25,"+11,595","-168,927","66,852,354",52.07%
2018.04.24,"-2,788","-101,171","66,975,650",52.17%
2018.04.23,"+14,013","-38,838","67,065,577",52.24%
2018.04.20,"+26,050","-74,048","67,104,080",52.27%
2018.04.19,"-13,120","+77,220","67,171,116",52.32%
2018.04.18,"+10,672","+70,282","67,087,166",52.25%
2018.04.17,"+3,784","-27,588","67,011,816",52.20%
2018.04.16,"+14,368","+12,718","67,037,385",52.22%
2018.04.13,"-3,094","+44,540","67,023,732",52.20%
2018.04.12,"-39,821","+31,212","66,973,422",52.17%
2018.04.11,"-20,162","+13,138","66,940,640",52.14%
2018.04.10,"+1,509","-21,361","66,927,070",52.13%
2018.04.09,"+34,172","-13,811","66,948,230",52.15%
2018.04.06,"+7,672","-46,853","66,966,379",52.16%
2018.04.05,"+60,054","-6,584","66,974,053",52.17%
2018.04.04,"-50,960","-55,677","66,998,399",52.19%
2018.04.03,"-21,168","-44,122","67,039,067",52.22%
2018.04.02,"-13,986","-38,249","67,057,529",52.23%
2018.03.30,"+17,369","-32,780","67,082,604",52.25%
2018.03.29,"+9,898","-25,393","67,114,414",52.28%
2018.03.28,"-37,456","-41,630","67,154,001",52.31%
2018.03.27,"-22,541","-7,859","67,201,721",52.34%
2018.03.26,"+3,594","-23,523","67,216,410",52.35%
2018.03.23,"-39,138","-41,328","67,225,199",52.36%
2018.03.22,"+15,458","+17,861","67,265,351",52.39%
2018.03.21,"+20,929","-25,865","67,247,235",52.38%
2018.03.20,"+14,018","-13,102","67,267,583",52.39%
2018.03.19,"+3,491","-16,716","67,268,696",52.40%
2018.03.16,"-30,911","+12,447","67,286,192",52.41%
2018.03.15,"-5,767","+2,850","67,263,992",52.39%
2018.03.14,"-11,048","+11,124","67,247,195",52.38%
2018.03.13,"-9,934","+150,091","67,240,759",52.37%
2018.03.12,"-24,208","+13,869","67,092,928",52.26%
2018.03.09,"+21,956","+31,638","67,080,836",52.25%
2018.03.08,"-4,050","+27,465","67,054,391",52.23%
2018.03.07,"+4,836","+120,192","67,018,518",52.20%
2018.03.06,"+28,096","+13,808","66,896,919",52.11%
2018.03.05,"-22,258","-39,273","66,880,144",52.09%
2018.03.02,"-38,665","-55,346","66,918,737",52.12%
2018.02.28,"-23,794","+23,763","66,995,347",52.18%
2018.02.27,"+19,051","-17,075","66,977,843",52.17%
2018.02.26,"+15,787","-25,869","66,988,774",52.18%
2018.02.23,"+19,805","-16,890","67,018,439",52.20%
2018.02.22,"-33,880","-7,014","67,038,998",52.22%
2018.02.21,+763,"-36,435","67,041,564",52.22%
2018.02.20,"-25,979","-9,878","67,061,191",52.23%
2018.02.19,"+4,878","-22,996","67,083,809",52.25%
2018.02.14,"+21,977","+54,409","67,104,208",52.27%
2018.02.13,"+6,708","+64,121","67,059,295",52.23%
2018.02.12,"-11,380","+21,360","66,989,049",52.18%
2018.02.09,"-26,515","-34,697","66,952,365",52.15%
2018.02.08,"-66,975","+34,062","67,001,729",52.19%
2018.02.07,"-96,851","-37,548","66,964,847",51.87%
2018.02.06,"+7,216","-31,934","67,012,529",51.91%
2018.02.05,"+4,487","-132,236","67,064,086",51.95%
2018.02.02,"-59,806","-181,773","67,203,771",52.06%
2018.02.01,"-44,733","-85,884","67,376,539",52.19%
2018.01.31,"-44,110","-238,247","67,468,819",52.26%
2018.01.30,"-25,054","-40,651","67,714,296",52.45%
2018.01.29,"+17,821","+8,769","67,782,898",52.50%
2018.01.26,"+13,355","+22,929","67,778,323",52.50%
2018.01.25,"+22,022","+14,216","67,765,263",52.49%
2018.01.24,"+32,072","-20,692","67,750,998",52.48%
2018.01.23,"+3,436","+4,204","67,789,267",52.51%
2018.01.22,"-24,259","-46,944","67,790,365",52.51%
2018.01.19,"-6,822","-23,737","67,852,754",52.56%
2018.01.18,"+10,972","+14,897","67,874,963",52.58%
2018.01.17,"-21,757","+5,073","67,869,517",52.57%
2018.01.16,"+4,638","+32,897","67,845,725",52.55%
2018.01.15,"-5,601","+10,314","67,797,349",52.52%
2018.01.12,"+38,089","-179,932","67,786,977",52.51%
2018.01.11,"-26,527","-85,955","67,968,800",52.65%
2018.01.10,"-33,519","-107,095","68,017,169",52.69%
2018.01.09,"+7,382","-85,325","68,124,389",52.77%
2018.01.08,"-17,940","+9,060","68,213,118",52.84%
2018.01.05,"+5,786","+9,550","68,203,391",52.83%
2018.01.04,"-39,755","+26,643","68,192,680",52.82%
2018.01.03,"-47,563","+45,759","68,171,223",52.81%
2018.01.02,"-23,405","-18,019","68,095,088",52.75%
2017.12.28,"+4,516","+7,541","68,089,226",52.74%
2017.12.27,"-39,076","-30,091","68,085,552",52.74%
2017.12.26,"+98,170",+994,"68,101,304",52.75%
2017.12.22,"+39,951","+27,166","68,145,881",52.79%
2017.12.21,"+34,789","-66,325","68,132,579",52.78%
2017.12.20,"+56,649","-63,061","68,219,494",52.84%
2017.12.19,"+53,078","-14,375","68,294,032",52.90%
2017.12.18,"+29,824","-18,065","68,305,111",52.91%
2017.12.15,"+24,083","-53,986","68,355,779",52.95%
2017.12.14,"-52,981","+45,923","68,412,650",52.99%
2017.12.13,"+48,101","-80,565","68,359,636",52.95%
2017.12.12,"-9,084","+17,677","68,451,410",53.02%
2017.12.11,"+27,791","-44,639","68,440,732",53.01%
2017.12.08,"+3,585","+30,024","68,507,631",53.07%
2017.12.07,"+56,082","-46,607","68,485,762",53.05%
2017.12.06,"+19,677","-76,054","68,561,100",53.11%
2017.12.05,"+2,452","-23,116","68,641,988",53.17%
2017.12.04,"-9,169","-22,159","68,666,183",53.19%
2017.12.01,"+18,504","-56,047","68,690,647",53.21%
2017.11.30,"+28,136","-134,664","68,751,091",53.25%
2017.11.29,"+14,344","-53,868","68,902,566",53.37%
2017.11.28,"+14,361","-36,000","68,973,241",53.43%
2017.11.27,"-22,991","-123,294","69,003,826",53.45%
2017.11.24,"+8,811","-16,380","69,123,148",53.54%
2017.11.23,"-12,954","-19,016","69,162,920",53.57%
2017.11.22,"+13,834","-3,498","69,202,938",53.60%
2017.11.21,"+6,802","-17,218","69,233,508",53.63%
2017.11.20,"-44,004","-9,955","69,258,026",53.65%
2017.11.17,"-59,497","+66,320","69,268,853",53.66%
2017.11.16,"-20,211","+15,514","69,228,371",53.62%
2017.11.15,"+21,029","-34,849","69,212,978",53.61%
2017.11.14,"+20,736","-41,402","69,249,948",53.64%
2017.11.13,"-9,979","+15,247","69,297,587",53.68%
2017.11.10,"+5,305","-11,498","69,288,891",53.67%
2017.11.09,"-13,713","-19,920","69,307,538",53.69%
2017.11.08,"-6,578","+5,942","69,336,726",53.71%
2017.11.07,"-20,515","+6,510","69,337,338",53.71%
2017.11.06,"-38,364","+13,932","69,349,755",53.72%
2017.11.03,"+29,961","-70,889","69,338,767",53.71%
2017.11.02,"-25,583","+9,221","69,409,854",53.49%
2017.11.01,"+4,729","+22,083","69,425,097",53.50%
2017.10.31,"-10,706","+54,293","69,403,108",53.48%
2017.10.30,"-35,978","+47,510","69,351,965",53.44%
2017.10.27,"-11,000","+4,476","69,323,725",53.42%
2017.10.26,"-40,186","-5,323","69,345,654",53.44%
2017.10.25,"-30,973","+19,682","69,353,129",53.44%
2017.10.24,"+1,353","-10,418","69,333,625",53.43%
2017.10.23,"-63,065","+30,468","69,342,859",53.44%
2017.10.20,"-39,735","+29,906","69,309,484",53.41%
2017.10.19,"-46,270","-19,892","69,273,125",53.38%
2017.10.18,"-23,873","+8,951","69,289,868",53.40%
2017.10.17,"-35,696","+34,020","69,276,911",53.39%
2017.10.16,"-12,678","-10,317","69,239,236",53.36%
2017.10.13,"+2,342","-13,820","69,243,847",53.36%
2017.10.12,"-20,408","+13,178","69,248,208",53.36%
2017.10.11,"-43,432","+67,038","69,240,592",53.36%
2017.10.10,"-62,872","+95,385","69,062,894",53.22%
2017.09.29,"-21,127","-36,940","68,951,503",53.13%
2017.09.28,"-29,406","-7,866","69,079,223",53.23%
2017.09.27,"-22,991","-1,115","69,081,898",53.23%
2017.09.26,"+33,688","-82,759","69,085,197",53.24%
2017.09.25,"-10,117","+13,571","69,233,114",53.35%
2017.09.22,"-41,160","+34,428","69,219,725",53.34%
2017.09.21,"-21,290","+28,275","69,188,655",53.32%
2017.09.20,"+7,612","-20,389","69,160,132",53.30%
2017.09.19,"-10,477","-1,888","69,174,000",53.31%
2017.09.18,"-11,624","+62,823","69,187,321",53.32%
2017.09.15,"+9,326","+3,846","69,131,920",53.27%
2017.09.14,"-20,044","+30,358","69,132,935",53.27%
2017.09.13,"+4,272","-3,096","69,101,913",53.25%
2017.09.12,"+13,129","-29,643","69,105,771",53.25%
2017.09.11,"+45,652","-26,948","69,145,642",53.28%
2017.09.08,"+12,290","+7,049","69,181,612",53.31%
2017.09.07,"+32,497","-6,050","69,176,150",53.31%
2017.09.06,"+47,625","-47,006","69,187,001",53.32%
2017.09.05,"+28,990","-25,918","69,231,957",53.35%
2017.09.04,"+21,946","+1,709","69,258,289",53.37%
2017.09.01,"-26,519","+23,986","69,264,313",53.38%
2017.08.31,"-15,293","+4,255","69,251,727",53.37%
2017.08.30,"+6,406","-19,683","69,264,703",53.38%
2017.08.29,-170,"-28,118","69,277,426",53.39%
2017.08.28,+40,"-13,809","69,302,914",53.41%
2017.08.25,"+6,201","-19,435","69,341,255",53.43%
2017.08.24,"+11,150","-17,459","69,361,844",53.45%
2017.08.23,"-36,227","+34,011","69,383,367",53.47%
2017.08.22,"+18,086","-20,479","69,348,819",53.44%
2017.08.21,+804,"-12,305","69,378,852",53.46%
2017.08.18,"+2,845","-8,995","69,435,429",53.51%
2017.08.17,"-6,314","+11,812","69,449,640",53.52%
2017.08.16,"+44,554","-53,449","69,429,445",53.50%
2017.08.14,"+77,312","-121,855","69,482,719",53.54%
2017.08.11,"+117,741","-169,175","69,606,327",53.64%
2017.08.10,"+63,861","-101,413","69,769,850",53.77%
2017.08.09,"+52,858","-94,277","69,867,646",53.84%
2017.08.08,"-14,442","-7,380","69,963,979",53.91%
2017.08.07,"-20,995","+6,094","69,970,363",53.92%
2017.08.04,"-7,213","-5,927","69,960,321",53.91%
2017.08.03,"-14,230","-36,047","69,967,799",53.92%
2017.08.02,"-16,126","+10,447","69,983,473",53.93%
2017.08.01,"-28,493","+1,818","69,973,181",53.55%
2017.07.31,"+36,901","-47,285","69,971,390",53.55%
2017.07.28,"+9,859","-130,340","70,019,505",53.59%
2017.07.27,"+37,558","-77,405","70,159,517",53.69%
2017.07.26,"+42,406","-55,738","70,225,059",53.74%
2017.07.25,"+16,732","-53,004","70,279,664",53.78%
2017.07.24,"+22,039","-40,462","70,329,689",53.82%
2017.07.21,"+3,022","-25,419","70,368,823",53.85%
2017.07.20,+671,"-6,848","70,389,966",53.87%
2017.07.19,"+4,830","-23,821","70,384,727",53.87%
2017.07.18,"+7,491","-18,564","70,412,931",53.89%
2017.07.17,-948,"-13,383","70,425,913",53.90%
2017.07.14,"-4,306","-13,429","70,443,351",53.91%
2017.07.13,"-26,577","+9,383","70,466,631",53.93%
2017.07.12,"-41,683","+33,950","70,468,166",53.93%
2017.07.11,"-2,977","-5,362","70,429,980",53.90%
2017.07.10,"+5,313","+15,531","70,436,204",53.90%
2017.07.07,"+17,756","-30,672","70,420,673",53.89%
2017.07.06,"-36,612","+27,857","70,451,345",53.92%
2017.07.05,-773,"-23,936","70,405,033",53.88%
2017.07.04,"+13,859","-55,439","70,416,701",53.89%
2017.07.03,"-21,323","-16,445","70,469,782",53.93%
2017.06.30,"-35,512","-8,294","70,484,998",53.94%
2017.06.29,"-4,156","-4,433","70,493,292",53.95%
2017.06.28,+110,"-37,340","70,528,334",53.98%
2017.06.27,"-39,330","+6,811","70,568,204",54.01%
2017.06.26,"-12,312","-1,798","70,610,914",54.04%
2017.06.23,"+2,603","-40,280","70,614,959",54.04%
2017.06.22,"-10,008","-6,665","70,682,446",54.09%
2017.06.21,"-17,297","-15,512","70,685,313",54.10%
2017.06.20,"-78,092","+133,159","70,702,511",54.11%
2017.06.19,"-6,314","+54,468","70,570,374",54.01%
2017.06.16,"+40,629","-47,283","70,522,011",53.97%
2017.06.15,"-57,474","+51,017","70,576,254",54.01%
2017.06.14,"-18,669","+7,084","70,527,643",53.97%
2017.06.13,"+19,201","-45,610","70,519,322",53.97%
2017.06.12,"-56,623","-3,758","70,571,342",54.01%
2017.06.09,"+1,649","+41,820","70,584,567",54.02%
2017.06.08,"-31,181","-11,455","70,551,091",53.99%
2017.06.07,"-20,080","-15,077","70,555,265",54.00%
2017.06.05,"-35,819","+38,583","70,568,635",54.01%
2017.06.02,"-46,734","+102,605","70,536,071",53.98%
2017.06.01,"-27,511","+2,744","70,436,740",53.91%
2017.05.31,"+36,426","-83,904","70,437,666",53.91%
2017.05.30,"-71,448","-18,563","70,523,518",53.97%
2017.05.29,"-17,719","-13,273","70,534,403",53.98%
2017.05.26,"-15,931","+14,139","70,554,397",54.00%
2017.05.25,"-26,174","+30,636","70,543,843",53.99%
2017.05.24,"-29,020","-2,086","70,524,041",53.97%
2017.05.23,"+5,113","-33,662","70,530,265",53.98%
2017.05.22,"-118,253","+51,980","70,571,173",50.53%
2017.05.19,"-51,933","-72,668","70,509,904",50.49%
2017.05.18,"-38,598","+4,824","70,591,932",50.55%
2017.05.17,"-29,745","+3,893","70,589,014",50.54%
2017.05.16,"-3,038","-11,824","70,589,254",50.54%
2017.05.15,"-10,330","+7,438","70,601,249",50.55%
2017.05.12,"-11,019","+5,471","70,594,857",50.55%
2017.05.11,"+52,400","-95,608","70,601,713",50.55%
2017.05.10,"+47,714","-102,755","70,690,134",50.62%
2017.05.08,"-44,748","+38,909","70,808,131",50.70%
2017.05.04,"-70,771","+41,336","70,784,462",50.68%
2017.05.02,"-13,206","-23,814","70,747,366",50.66%
2017.04.28,"-68,460","+46,704","70,770,812",50.67%
2017.04.27,"+3,164","+25,611","70,731,649",50.65%
2017.04.26,"+28,909","-21,618","70,695,682",50.62%
2017.04.25,"-69,553","+140,536","70,718,270",50.64%
2017.04.24,"+6,967",+911,"70,578,956",50.54%
2017.04.21,"-1,348","+6,657","70,574,665",50.53%
2017.04.20,"+58,703","-124,279","70,573,861",50.17%
2017.04.19,"+18,405","-48,606","70,675,896",50.24%
2017.04.18,"-7,030","-1,741","70,709,005",50.26%
2017.04.17,"+11,018","-41,152","70,712,281",50.26%
2017.04.14,"+2,676","-12,211","70,753,865",50.29%
2017.04.13,"+37,651","-9,829","70,767,184",50.30%
2017.04.12,"-7,375","+15,895","70,774,261",50.31%
2017.04.11,"+25,625","-22,735","70,747,566",50.29%
2017.04.10,"+3,809","-11,175","70,758,365",50.30%
2017.04.07,+932,"-39,112","70,771,860",50.31%
2017.04.06,"-14,454","-19,383","70,795,272",50.32%
2017.04.05,"-12,345","-9,209","70,797,211",50.33%
2017.04.04,"-18,839","+16,022","70,808,160",50.33%
2017.04.03,"+13,850","-37,485","70,767,603",50.30%
2017.03.31,-547,"-49,053","70,805,124",50.33%
2017.03.30,"-27,341","-1,490","70,880,047",50.38%
2017.03.29,"+7,183","-35,469","70,965,539",50.45%
2017.03.28,"-10,633","-17,358","70,990,843",50.46%
2017.03.27,"-3,409","-28,082","71,088,444",50.53%
2017.03.24,"+14,875","-49,513","71,069,133",50.52%
2017.03.23,"-6,644","-47,827","71,122,006",50.56%
2017.03.22,"+24,575","-65,071","71,156,099",50.58%
2017.03.21,"-27,208","+7,298","71,223,561",50.63%
2017.03.20,"+21,570","-60,120","71,235,861",50.64%
2017.03.17,"-11,605","-15,594","71,259,747",50.65%
2017.03.16,"+5,866","-28,096","71,279,609",50.67%
2017.03.15,"+7,438","-45,466","71,304,792",50.69%
2017.03.14,"-43,675","+26,532","71,353,085",50.72%
2017.03.13,"-17,299","+3,788","71,325,464",50.70%
2017.03.10,"-26,887","-4,517","71,321,606",50.70%
2017.03.09,"-73,644","+53,869","71,316,577",50.69%
2017.03.08,"-54,996","+33,804","71,268,846",50.66%
2017.03.07,"+10,917","-19,544","71,230,595",50.63%
2017.03.06,"-52,897","+68,706","71,246,450",50.64%
2017.03.03,"-15,898","+5,021","71,175,695",50.59%
2017.03.02,"-115,342","+162,515","71,165,778",50.59%
2017.02.28,"-21,589","+1,705","71,004,264",50.47%
2017.02.27,"+30,235","-53,870","71,012,903",50.48%
2017.02.24,"+4,657","-46,400","71,062,263",50.51%
2017.02.23,"-4,549","-15,615","71,104,770",50.54%
2017.02.22,"-43,927","+29,108","71,110,902",50.55%
2017.02.21,"+12,059","-9,451","71,101,368",50.54%
2017.02.20,"-32,501","+24,279","71,119,971",50.55%
2017.02.17,"+11,053","-18,406","71,079,765",50.53%
2017.02.16,"-41,326","+33,422","71,104,801",50.54%
2017.02.15,"-17,832","-11,156","71,068,229",50.52%
2017.02.14,"+17,311","-38,769","71,086,575",50.53%
2017.02.13,"+18,476","-37,324","71,134,706",50.57%
2017.02.10,"+7,321","-24,316","71,174,955",50.59%
2017.02.09,"-24,845","-8,106","71,209,305",50.62%
2017.02.08,"+26,840","-67,878","71,192,768",50.61%
2017.02.07,"+13,470","-48,053","71,258,463",50.65%
2017.02.06,"-1,430","-17,893","71,314,616",50.69%
2017.02.03,"-6,802","-12,256","71,328,145",50.70%
2017.02.02,"-20,041",-684,"71,346,444",50.72%
2017.02.01,"-3,693","-28,495","71,276,920",50.67%
2017.01.31,"+16,427","-46,513","71,310,505",50.69%
2017.01.26,"-33,561","+18,446","71,343,158",50.71%
2017.01.25,"-33,118","+40,486","71,312,061",50.69%
2017.01.24,"+24,778","-22,336","71,303,613",50.69%
2017.01.23,+689,"+8,109","71,316,680",50.69%
2017.01.20,"+22,752","-35,908","71,334,615",50.71%
2017.01.19,"-41,349","+9,030","71,362,120",50.73%
2017.01.18,"+16,320","-24,321","71,351,505",50.72%
2017.01.17,"+16,434","-14,574","71,349,612",50.72%
2017.01.16,"+56,126","-107,367","71,364,323",50.73%
2017.01.13,"+58,453","-98,086","71,470,403",50.80%
2017.01.12,"+28,321","-24,740","71,567,447",50.87%
2017.01.11,"+2,219","+10,084","71,593,197",50.89%
2017.01.10,"-13,474","+9,792","71,565,273",50.87%
2017.01.09,"-71,020","+88,578","71,564,806",50.87%
2017.01.06,"-17,659","+25,134","71,484,279",50.81%
2017.01.05,"+1,212","-45,146","71,442,330",50.78%
2017.01.04,"-27,924",+814,"71,491,576",50.82%
2017.01.03,"-27,429","+16,511","71,451,762",50.79%
2017.01.02,"-13,221",+712,"71,423,750",50.77%
2016.12.29,"-48,134","+27,141","71,413,038",50.76%
2016.12.28,"-62,220","+28,082","71,414,497",50.76%
2016.12.27,"+28,382","-1,563","71,357,815",50.72%
2016.12.26,"+20,201","+17,058","71,369,378",50.73%
2016.12.23,"+30,377","-37,702","71,336,620",50.71%
2016.12.22,"+9,626","-3,330","71,374,322",50.74%
2016.12.21,"+3,301","-7,443","71,390,762",50.75%
2016.12.20,"+3,947","+3,306","71,394,070",50.75%
2016.12.19,"-3,577","+1,048","71,400,134",50.75%
2016.12.16,"-13,794","+41,376","71,412,276",50.76%
2016.12.15,"+14,286","-21,456","71,451,754",50.79%
2016.12.14,"-16,844","+21,594","71,501,390",50.83%
2016.12.13,"-18,650","+19,741","71,479,796",50.81%
2016.12.12,"-5,998","-6,306","71,476,585",50.81%
2016.12.09,"+1,905","-7,353","71,476,635",50.81%
2016.12.08,"+91,759","-75,281","71,486,525",50.82%
2016.12.07,"-37,226","+45,597","71,582,658",50.88%
2016.12.06,"+35,507","-8,893","71,539,011",50.85%
2016.12.05,"-2,450","-1,916","71,595,459",50.89%
2016.12.02,"+1,443","-6,066","71,598,654",50.90%
2016.12.01,"-28,365","+28,026","71,616,831",50.91%
2016.11.30,"-61,940","+122,181","71,587,961",50.89%
2016.11.29,"-83,591","+114,928","71,475,761",50.81%
2016.11.28,"-32,819","+53,502","71,348,473",50.72%
2016.11.25,"+6,745","-4,389","71,303,584",50.69%
2016.11.24,"+32,848","-21,974","71,310,755",50.69%
2016.11.23,+652,"+33,702","71,332,319",50.71%
2016.11.22,"+7,949","+41,645","71,298,314",50.68%
2016.11.21,"+4,200","+12,803","71,254,012",50.65%
2016.11.18,"-23,059","+34,910","71,242,339",50.64%
2016.11.17,"-23,216","+23,213","71,210,379",50.62%
2016.11.16,"-18,200","-1,172","71,177,470",50.60%
2016.11.15,"+17,247","-73,398","71,177,054",50.60%
2016.11.14,"+68,968","-117,475","71,246,539",50.64%
2016.11.11,"+66,026","-99,418","71,362,491",50.73%
2016.11.10,"+42,405","-10,458","71,478,216",50.81%
2016.11.09,"+63,154","-66,854","71,481,183",50.81%
2016.11.08,"-7,820","+11,426","71,548,158",50.86%
2016.11.07,"+26,354","-12,207","71,542,349",50.86%
2016.11.04,"+11,073","-7,632","71,539,803",50.85%
2016.11.03,"+45,341","-51,164","71,549,482",50.86%
2016.11.02,"+32,389","-16,561","71,601,541",50.90%
2016.11.01,"+28,761","+26,282","71,620,685",50.91%
2016.10.31,"+21,521","+25,815","71,596,901",50.89%
2016.10.28,"-10,235","+51,068","71,571,902",50.88%
2016.10.27,"+28,212","-12,300","71,523,384",50.84%
2016.10.26,"+24,592","-32,772","71,545,266",50.86%
2016.10.25,"+31,466","-3,103","71,571,358",50.88%
2016.10.24,"+32,325","-6,518","71,572,532",50.88%
2016.10.21,"+33,440","-33,923","71,577,063",50.88%
2016.10.20,"+4,960","+26,832","71,612,466",50.90%
2016.10.19,"-30,573","+81,033","71,587,442",50.89%
2016.10.18,"+11,213","-11,236","71,508,240",50.83%
2016.10.17,"-36,691","+48,834","71,507,621",50.83%
2016.10.14,"-9,323","+18,136","71,462,331",50.80%
2016.10.13,"-73,242","+78,091","71,439,328",50.78%
2016.10.12,"+211,944","-296,609","71,366,802",50.73%
2016.10.11,"+123,044","-199,263","71,654,826",50.93%
2016.10.10,"+30,651","-15,787","71,858,696",51.08%
2016.10.07,"-31,914","+46,400","71,884,839",50.74%
2016.10.06,"+35,060","+5,312","71,838,833",50.71%
2016.10.05,"+10,568","-11,894","71,881,250",50.74%
2016.10.04,"+3,027","-1,173","71,845,911",50.71%
2016.09.30,"+17,639","-17,993","71,845,733",50.71%
2016.09.29,"+1,066","+14,661","71,860,642",50.72%
2016.09.28,"+3,719","-4,307","71,853,107",50.72%
2016.09.27,"+32,428","-33,767","71,849,029",50.72%
2016.09.26,"-46,519","-29,330","71,878,139",50.74%
2016.09.23,"+10,808","-88,522","71,905,149",50.76%
2016.09.22,"-35,328","-8,972","71,982,414",50.81%
